FlightDate,Airline,FlightNum,Origin,Dest,CRSDepTime,DepDelayMinutes,WindSpeed,Visibility,Precipitation,Temperature
27-01-2025,AirIndia,343,HYD,CCU,1358,37,12.5,14.3,7.9,15.5
28-01-2025,AirIndia,679,HYD,BLR,1019,36,7.3,3,6.3,32.9
28-01-2025,AirIndia,825,DEL,BLR,541,9,12.9,1,4.2,-3.9
28-01-2025,IndiGo,317,CCU,BLR,758,8,16.7,2.1,3.9,0.8
28-01-2025,AirIndia,276,HYD,HYD,2128,6,19.4,7.5,1.2,33.1
28-01-2025,GoFirst,398,DEL,CCU,2180,10,17.8,10.9,7.8,27.9
28-01-2025,Vistara,775,BOM,DEL,796,9,5.1,9.1,7.6,13.7
28-01-2025,IndiGo,157,HYD,DEL,137,7,2.9,7.9,2.5,35
28-01-2025,SpiceJet,368,HYD,HYD,2231,10,13.6,6,8.6,10.8
28-01-2025,SpiceJet,407,DEL,DEL,1353,38,5,5.3,5.9,23.5
28-01-2025,Vistara,669,CCU,BLR,1875,36,2.1,6.3,4.8,23.5
28-01-2025,IndiGo,387,BOM,CCU,68,7,13.2,9.6,0.2,3.3
28-01-2025,AirIndia,204,HYD,DEL,2100,10,8.2,3.3,3.8,7.8
28-01-2025,AirIndia,327,CCU,DEL,1473,5,18.9,11.8,6.4,36.2
28-01-2025,GoFirst,346,BOM,BOM,204,9,7.9,9.1,0.9,3.3
28-01-2025,GoFirst,799,BLR,BOM,2173,20,24.5,4.8,4.6,2.8
28-01-2025,AirIndia,593,BLR,BOM,42,23,19,8,9.9,16.6
28-01-2025,SpiceJet,182,BOM,CCU,1906,4,1.4,14.5,7.2,-0.9
28-01-2025,SpiceJet,285,DEL,BLR,2158,7,12.7,1.3,5.5,35.3
28-01-2025,GoFirst,351,BOM,BLR,760,5,14.1,3.8,5.3,-0.5
28-01-2025,Vistara,454,BOM,BLR,2142,46,17.4,7.3,0.4,22.7
28-01-2025,AirIndia,849,DEL,CCU,1994,2,12.4,9.9,9.6,10.3
28-01-2025,GoFirst,971,DEL,CCU,1935,8,12.1,4,9.3,31.2
28-01-2025,GoFirst,795,CCU,BOM,899,24,9.2,14,6.8,21.5
28-01-2025,AirIndia,895,CCU,DEL,359,26,6.8,10,1,12.5
29-01-2025,AirIndia,996,DEL,HYD,1719,38,23.7,13.3,2.1,39.3
29-01-2025,SpiceJet,309,BLR,HYD,280,6,7.9,5.6,1.8,-2
29-01-2025,Vistara,915,BLR,DEL,1887,11,1.6,12.6,5.2,21
29-01-2025,Vistara,907,BOM,BOM,666,7,4.2,6.3,2.1,39.5
29-01-2025,AirIndia,708,HYD,DEL,92,40,21.4,4.5,7,26.1
29-01-2025,IndiGo,546,BOM,DEL,671,25,14.7,13.8,5.5,28.3
29-01-2025,GoFirst,559,BOM,HYD,1969,23,19.5,2.3,0.2,-3.6
29-01-2025,GoFirst,571,HYD,BOM,60,7,20.2,14.2,7.4,-4
29-01-2025,AirIndia,819,DEL,CCU,1028,18,20.6,7.4,1.9,-3.4
29-01-2025,IndiGo,469,BLR,HYD,1489,13,13.8,14.9,8.2,39.6
29-01-2025,SpiceJet,591,BOM,CCU,603,7,4.4,8.6,3.6,39.1
29-01-2025,AirIndia,236,HYD,BOM,681,7,3.7,11.6,3.4,10.1
29-01-2025,AirIndia,466,CCU,DEL,1428,12,14.3,1.1,0.1,8.1
29-01-2025,GoFirst,283,BOM,BLR,2280,5,9.2,8,9.9,1.6
29-01-2025,AirIndia,687,BLR,BLR,523,22,14,11.3,6.1,9.8
29-01-2025,AirIndia,386,DEL,BOM,1968,22,12.5,12,4.2,11.7
29-01-2025,AirIndia,571,BOM,BLR,1101,6,15.1,3.2,1,28.7
29-01-2025,GoFirst,474,BOM,CCU,1753,9,0.8,6.9,7,34
29-01-2025,SpiceJet,753,HYD,BLR,1836,6,0.8,6.9,2.8,28.6
29-01-2025,SpiceJet,848,CCU,BOM,2296,7,18,2.5,9.9,24.1
29-01-2025,AirIndia,636,CCU,BOM,2094,11,4.8,7.2,9.5,29.5
29-01-2025,GoFirst,610,DEL,CCU,1144,25,16.3,12.3,7.4,28.2
29-01-2025,SpiceJet,901,BLR,BLR,2261,4,13.7,5.2,9.7,16.4
29-01-2025,SpiceJet,678,DEL,BLR,2286,26,24.5,7.1,1.1,10.1
30-01-2025,SpiceJet,349,BOM,DEL,1079,24,20.9,14.5,2.8,7.7
30-01-2025,GoFirst,609,BOM,HYD,106,11,10.3,1.4,2.5,25.6
30-01-2025,GoFirst,729,CCU,BOM,47,4,15.4,9.3,0.7,38.2
30-01-2025,AirIndia,172,BLR,DEL,336,22,2.9,11.4,9.7,21.1
30-01-2025,Vistara,381,HYD,BOM,1049,7,9.7,11.7,0.6,36.1
30-01-2025,SpiceJet,459,BLR,DEL,1280,27,18.3,11,8.6,-4.4
30-01-2025,Vistara,109,BOM,HYD,2055,22,15.6,11.2,7.7,30.8
30-01-2025,GoFirst,310,HYD,DEL,624,14,12.1,1.8,3.8,33.4
30-01-2025,GoFirst,934,BLR,BOM,1890,37,4.4,8.5,0.2,23.4
30-01-2025,GoFirst,251,BLR,BLR,1276,3,20.1,12,0.1,37
30-01-2025,Vistara,104,HYD,BOM,1715,39,6.8,2.3,2,21.5
30-01-2025,GoFirst,294,BOM,CCU,302,13,20.5,1.2,4.9,5.8
30-01-2025,AirIndia,382,BLR,CCU,638,21,15.3,12.4,4.6,4.7
30-01-2025,GoFirst,563,HYD,CCU,55,5,9.3,11,5.9,20
30-01-2025,IndiGo,212,BOM,CCU,725,21,1,6.8,7.7,35.8
30-01-2025,Vistara,370,HYD,HYD,525,5,5.8,14.2,3.8,-1.7
30-01-2025,IndiGo,262,HYD,BLR,473,5,22.2,11.7,1.6,22.2
30-01-2025,GoFirst,559,BLR,BLR,27,6,20.4,14.6,8,29.6
30-01-2025,AirIndia,204,BOM,BOM,2125,30,14.4,14,3.3,0.2
30-01-2025,SpiceJet,792,BLR,DEL,364,7,11.7,7.7,2.9,0.3
30-01-2025,GoFirst,655,DEL,BOM,525,9,16.2,11.6,7.6,11.5
30-01-2025,AirIndia,381,DEL,BOM,1335,25,11.7,10.4,9.3,7.3
30-01-2025,Vistara,786,BOM,BOM,882,40,16.1,12.4,9.1,3.9
30-01-2025,IndiGo,261,HYD,BOM,1030,7,7.7,12,1.4,3.9
31-01-2025,IndiGo,450,BLR,BLR,1026,24,21,3.1,5,0.9
31-01-2025,IndiGo,533,BLR,DEL,1646,6,17.5,4.3,0.9,22.5
31-01-2025,Vistara,951,BOM,BOM,918,22,8.2,4.7,9.6,26
31-01-2025,AirIndia,239,BOM,BLR,1774,24,20.8,12.5,2.2,26.6
31-01-2025,Vistara,570,DEL,BOM,1531,7,12.2,12.4,2,19
31-01-2025,IndiGo,231,CCU,CCU,1906,5,4.4,7.9,8.9,37.9
31-01-2025,GoFirst,186,BOM,BOM,1215,9,1.9,9.1,9.7,34.6
31-01-2025,SpiceJet,787,CCU,BOM,1654,5,17.5,12.6,7,38.1
31-01-2025,Vistara,282,BOM,HYD,484,38,21.6,5.4,1.2,12.5
31-01-2025,Vistara,467,HYD,CCU,2075,5,20.2,1.7,4.9,34.5
31-01-2025,AirIndia,228,HYD,DEL,713,42,16.4,7.8,8.2,29.3
31-01-2025,AirIndia,345,DEL,BOM,1062,6,3.5,13.8,5.7,10.3
31-01-2025,Vistara,700,DEL,DEL,1976,39,2.4,12.1,1.3,-0.2
31-01-2025,IndiGo,677,CCU,CCU,1296,16,8.6,6.1,1.7,25.7
31-01-2025,SpiceJet,769,BOM,BOM,1254,24,21.4,1.9,8.6,1.1
31-01-2025,AirIndia,998,BLR,HYD,2133,8,24,9.9,5.3,8.2
31-01-2025,IndiGo,477,DEL,BLR,125,10,6,12.7,7.1,17.5
31-01-2025,GoFirst,248,BLR,HYD,536,10,19.1,10.3,3.7,25.6
31-01-2025,AirIndia,951,BLR,HYD,2192,5,14.3,7,5.3,36.7
31-01-2025,IndiGo,532,BOM,BLR,2072,12,0.8,2.7,9.8,21.7
31-01-2025,IndiGo,727,CCU,BLR,1603,18,13.6,13.8,3.3,25.2
31-01-2025,SpiceJet,825,BOM,BLR,66,6,20.1,4.9,6.7,9
31-01-2025,SpiceJet,568,DEL,BOM,232,6,6.9,4.1,1.7,25.9
31-01-2025,GoFirst,545,BLR,DEL,2156,8,22.4,12.4,1.2,14.7
01-02-2025,IndiGo,580,BOM,DEL,1169,4,5.9,14.7,7.8,33.6
01-02-2025,IndiGo,983,BOM,BLR,2158,8,1.9,10.2,8.4,12.7
01-02-2025,SpiceJet,393,BOM,HYD,2275,22,4,9.7,6.7,16.1
01-02-2025,AirIndia,864,DEL,CCU,110,6,20.9,5.5,1.6,14.5
01-02-2025,AirIndia,242,CCU,BLR,1493,20,10.4,1.3,2.4,31.5
01-02-2025,Vistara,349,BOM,HYD,2081,12,19.9,3.7,9.1,37.9
01-02-2025,SpiceJet,977,DEL,HYD,622,29,13.3,9.2,2.9,9.7
01-02-2025,Vistara,401,BLR,BOM,1541,10,12,3.1,8.2,16.4
01-02-2025,SpiceJet,124,HYD,BOM,1305,22,20.2,13.4,2.9,26.8
01-02-2025,GoFirst,888,DEL,DEL,1761,3,10.6,3.6,9.4,35.3
01-02-2025,IndiGo,988,HYD,DEL,1975,4,20.1,8.3,9.1,17.2
01-02-2025,GoFirst,989,BOM,CCU,876,14,2.5,8.2,0.4,-0.1
01-02-2025,SpiceJet,169,BOM,CCU,1989,21,15.9,9.5,7.7,11.6
01-02-2025,IndiGo,724,DEL,CCU,1312,25,17.6,5.6,1.7,19.8
01-02-2025,AirIndia,974,HYD,CCU,1460,10,22.5,13.2,2.2,13.8
01-02-2025,AirIndia,211,BOM,HYD,2324,10,5.6,7.2,4.6,3.4
01-02-2025,Vistara,463,BLR,HYD,1733,9,15.1,10.8,5.8,-3.3
01-02-2025,SpiceJet,402,CCU,DEL,1605,9,10.8,9.9,3.3,25.9
01-02-2025,SpiceJet,570,CCU,BOM,1526,5,9.6,2.6,5.8,39.7
01-02-2025,AirIndia,190,BOM,BOM,1630,8,2.7,9.7,1.7,36.4
01-02-2025,GoFirst,629,HYD,BLR,1160,36,3.4,8.7,0.2,25.7
01-02-2025,IndiGo,760,BOM,HYD,758,40,20.9,13.6,5.7,32.9
01-02-2025,GoFirst,838,HYD,CCU,242,11,18.7,13.3,5.2,6.5
01-02-2025,GoFirst,825,BLR,CCU,1063,9,9.6,3.1,6.9,23
02-02-2025,AirIndia,971,HYD,BLR,228,8,20.7,2.1,6.5,-2.3
02-02-2025,AirIndia,762,BOM,BOM,919,9,2,5.1,9,26.8
02-02-2025,AirIndia,291,BLR,CCU,1246,5,15.6,14.8,4.6,38.6
02-02-2025,Vistara,651,DEL,BOM,5,12,21.7,1.3,0.1,33.7
02-02-2025,GoFirst,341,CCU,BLR,467,35,21,10.4,6.3,19
02-02-2025,SpiceJet,237,BOM,BOM,1755,25,9.3,9.5,6.8,30.5
02-02-2025,IndiGo,444,BOM,BOM,74,9,18.6,10.1,5.2,37.5
02-02-2025,Vistara,279,BOM,BOM,3,14,10.7,4.1,6.9,4.7
02-02-2025,SpiceJet,811,BLR,CCU,1870,26,21,4.2,3.2,30.7
02-02-2025,GoFirst,602,DEL,DEL,645,25,13.3,7,1.5,7.1
02-02-2025,AirIndia,302,HYD,HYD,117,14,19.1,2.3,6.6,34.5
02-02-2025,GoFirst,672,DEL,BOM,1629,25,2,2,2.5,-0.6
02-02-2025,IndiGo,291,BLR,BOM,2021,8,14.8,2.2,4.6,3
02-02-2025,Vistara,104,BOM,BOM,946,7,13.8,9,4.9,27.4
02-02-2025,Vistara,989,CCU,DEL,1464,10,15.2,6.6,4.8,2.9
02-02-2025,IndiGo,336,BOM,BLR,193,21,17.4,5.1,6,2.1
02-02-2025,SpiceJet,792,HYD,CCU,846,8,23,5.4,0.3,20
02-02-2025,SpiceJet,410,CCU,DEL,1415,7,19.6,3.9,9.9,32.6
02-02-2025,Vistara,648,BOM,BOM,1458,27,5.5,6.8,7.2,7.1
02-02-2025,Vistara,155,CCU,DEL,2220,19,20.6,3.8,4.3,32.9
02-02-2025,AirIndia,542,DEL,DEL,1668,26,3.1,10.8,1.9,31.4
02-02-2025,SpiceJet,336,BLR,DEL,1433,10,15.6,2.7,0.8,21.1
02-02-2025,IndiGo,969,BOM,BLR,1141,38,22.1,14.3,6.7,24.1
02-02-2025,SpiceJet,960,HYD,HYD,1810,8,2.5,2.3,3.2,-3.2
03-02-2025,AirIndia,296,DEL,CCU,723,13,21.2,14.2,2.3,11.5
03-02-2025,Vistara,684,BOM,BLR,224,11,20,12.7,3.8,6.9
03-02-2025,Vistara,670,DEL,BLR,531,9,12.6,10.5,5.9,1.8
03-02-2025,AirIndia,851,HYD,HYD,112,6,7.7,13.8,6.7,12.5
03-02-2025,IndiGo,613,BOM,BLR,2187,17,10.1,2.9,6.5,11
03-02-2025,Vistara,548,HYD,DEL,558,11,24.2,3.5,8.6,27.8
03-02-2025,GoFirst,459,CCU,DEL,2048,7,5,4.5,2.2,21.9
03-02-2025,Vistara,799,HYD,BOM,2137,15,14.5,4.4,6.4,36.1
03-02-2025,GoFirst,918,CCU,BLR,653,6,2.1,5.4,1,1.5
03-02-2025,AirIndia,129,BOM,BOM,319,8,5.4,9.1,5.5,-2.3
03-02-2025,AirIndia,878,CCU,CCU,1573,35,19.1,1.4,5.8,19.1
03-02-2025,Vistara,207,BOM,DEL,1828,25,7.6,6.4,2.2,-5
03-02-2025,SpiceJet,943,BOM,CCU,1917,35,24.6,4.4,3.9,30.4
03-02-2025,GoFirst,701,BLR,HYD,138,4,12.5,9.5,8.3,17.8
03-02-2025,IndiGo,816,BOM,DEL,2026,5,12.9,14.8,1.5,17
03-02-2025,Vistara,990,CCU,CCU,2306,9,0.9,8.2,4.3,11.3
03-02-2025,IndiGo,544,BLR,HYD,901,25,23.9,7,9.3,11.9
03-02-2025,Vistara,992,BLR,CCU,689,10,4.4,6.2,5,14.4
03-02-2025,SpiceJet,537,BOM,HYD,2039,4,13.5,12,7.3,-4.3
03-02-2025,SpiceJet,831,HYD,HYD,9,11,9.9,2,8.3,-1.2
03-02-2025,SpiceJet,989,HYD,DEL,260,9,10.4,14.4,2,17.7
03-02-2025,SpiceJet,705,BLR,BOM,1942,6,16.1,6.9,2.2,1.8
03-02-2025,AirIndia,556,BOM,HYD,1673,12,16.6,5.4,7.6,30
03-02-2025,AirIndia,714,HYD,HYD,2219,23,3.9,14.6,7.5,7.4
04-02-2025,GoFirst,834,BOM,DEL,2060,37,12.5,14.1,0.6,-0.6
04-02-2025,IndiGo,797,BOM,BOM,1191,5,19.8,10,3.2,5.6
04-02-2025,Vistara,795,BLR,BLR,1619,10,11.1,1.3,4,11.1
04-02-2025,Vistara,594,BLR,BLR,320,24,4.1,11.5,8.3,-3.4
04-02-2025,AirIndia,773,DEL,BOM,1342,8,7.8,5.7,4.2,1.4
04-02-2025,Vistara,346,HYD,CCU,1636,9,5.3,6.4,9.3,9.6
04-02-2025,AirIndia,642,HYD,DEL,1994,22,3.1,3.2,10,9
04-02-2025,GoFirst,663,HYD,BOM,1943,2,9.4,8.3,7.8,31
04-02-2025,IndiGo,956,CCU,BLR,2038,4,13.5,11.4,6.7,32.9
04-02-2025,GoFirst,687,BOM,HYD,1118,7,1.8,4.8,3.9,3.7
04-02-2025,SpiceJet,996,BLR,BLR,1604,4,15.1,14.1,0.7,0.6
04-02-2025,SpiceJet,538,HYD,HYD,235,6,24.8,3.7,5.7,23.5
04-02-2025,SpiceJet,377,DEL,DEL,1969,9,24.1,1.9,3.6,31.2
04-02-2025,GoFirst,651,HYD,HYD,333,4,20.7,10,3.5,38.4
04-02-2025,Vistara,712,BOM,BOM,1908,10,6.7,12.9,6.9,-4.7
04-02-2025,IndiGo,210,BOM,HYD,375,7,0.6,14.3,4.6,13.6
04-02-2025,SpiceJet,484,BLR,CCU,1160,11,20.8,11.7,7.5,28
04-02-2025,SpiceJet,932,CCU,BOM,1570,4,1.4,3.8,4,32.3
04-02-2025,SpiceJet,860,BLR,DEL,1319,16,5.1,14.7,1.5,-2.2
04-02-2025,IndiGo,290,HYD,BOM,1855,8,13.6,13.9,4.6,25.6
04-02-2025,SpiceJet,589,DEL,CCU,1372,5,4.5,3.3,9.5,8
04-02-2025,IndiGo,793,BLR,DEL,872,8,20.8,8.8,8,-1.6
04-02-2025,SpiceJet,525,CCU,BLR,1252,4,19.4,8.8,2.1,17
04-02-2025,GoFirst,504,BLR,CCU,2317,8,18.9,7.2,3.9,2.1
05-02-2025,GoFirst,434,BOM,DEL,1851,9,20.4,14.8,9.3,28.2
05-02-2025,IndiGo,308,HYD,HYD,1314,39,5.5,1.8,1.2,28.4
05-02-2025,GoFirst,121,HYD,BOM,724,10,18.2,9.8,2.5,32.9
05-02-2025,IndiGo,777,HYD,DEL,2052,6,8.9,3.9,2.6,12
05-02-2025,GoFirst,710,HYD,BOM,77,7,16.7,8.4,5.7,-4.4
05-02-2025,GoFirst,307,HYD,HYD,131,24,3.1,11.9,4.1,6.7
05-02-2025,IndiGo,107,HYD,DEL,600,7,17.6,4.5,0.8,16.1
05-02-2025,Vistara,801,DEL,BLR,1772,11,24.3,6.5,6.3,26.2
05-02-2025,GoFirst,786,CCU,CCU,1065,2,1.1,14.3,1,12.2
05-02-2025,SpiceJet,884,HYD,DEL,2136,17,2.3,11.7,6.1,19.1
05-02-2025,Vistara,628,CCU,HYD,2343,42,3.1,9,5.1,18.6
05-02-2025,IndiGo,701,HYD,DEL,1863,38,10.8,4.1,4.9,2.4
05-02-2025,Vistara,752,BLR,BOM,1318,3,7.3,7,0.7,23
05-02-2025,AirIndia,756,HYD,DEL,615,9,20.2,11.8,6.4,14.8
05-02-2025,AirIndia,265,BOM,BLR,1888,24,11.8,12.5,4.3,31.4
05-02-2025,GoFirst,948,DEL,DEL,1046,6,12.1,4.4,4.1,26.1
05-02-2025,GoFirst,595,BLR,CCU,574,6,17.9,10.3,6,0
05-02-2025,SpiceJet,689,BLR,DEL,2190,25,9,2.3,6.1,17
05-02-2025,Vistara,528,BOM,BOM,992,3,8.8,1.3,0.2,26.6
05-02-2025,AirIndia,873,HYD,DEL,2192,34,18.9,8.7,1.3,-1.1
05-02-2025,GoFirst,262,DEL,BLR,1248,10,19.5,4.1,2.4,30.7
05-02-2025,Vistara,465,BLR,HYD,502,6,0.4,2.1,6.8,5
05-02-2025,GoFirst,625,DEL,DEL,1997,12,3.6,11.2,5.8,17.6
05-02-2025,GoFirst,338,BLR,DEL,820,24,5.3,8,7.6,37.3
06-02-2025,AirIndia,171,HYD,CCU,2151,9,8.8,12.1,7.4,20.7
06-02-2025,AirIndia,544,BLR,BLR,1970,10,7.3,10.3,8.5,14.1
06-02-2025,GoFirst,754,BLR,HYD,197,36,16.7,11.2,3.8,-4.7
06-02-2025,IndiGo,921,CCU,BOM,1669,9,20.7,5.3,3.5,1
06-02-2025,GoFirst,608,HYD,DEL,1202,7,4.8,4.7,8.3,21
06-02-2025,GoFirst,894,BOM,HYD,1471,12,14.1,9.4,2.4,17.2
06-02-2025,SpiceJet,368,BOM,BOM,1646,8,9.2,3.8,4.6,11.4
06-02-2025,SpiceJet,852,HYD,BLR,1692,10,12.6,12.4,1.9,36.5
06-02-2025,SpiceJet,514,BOM,BLR,1312,6,15.5,8.3,9.1,10
06-02-2025,IndiGo,344,HYD,HYD,2035,26,22.3,4.2,4.1,19.2
06-02-2025,IndiGo,774,BOM,BOM,477,7,4.8,9.8,2.1,20.6
06-02-2025,GoFirst,159,CCU,BLR,1254,21,2.2,14.2,6.9,18.7
06-02-2025,SpiceJet,105,BOM,HYD,922,8,15.7,2.1,2.4,16.5
06-02-2025,IndiGo,808,BLR,BLR,419,38,9.9,2.5,9.4,10.2
06-02-2025,AirIndia,669,HYD,BLR,2204,8,4.1,12.8,3.7,35.9
06-02-2025,GoFirst,916,DEL,BLR,1120,9,2.9,2.5,6.6,15.3
06-02-2025,Vistara,506,DEL,CCU,950,6,14,1.6,3.5,18.8
06-02-2025,GoFirst,316,HYD,BOM,2336,12,7.5,5.9,8.1,24.5
06-02-2025,Vistara,125,CCU,HYD,1277,5,24.9,7.5,9,-2
06-02-2025,SpiceJet,914,BOM,HYD,2243,6,10.1,9,7.9,30.2
06-02-2025,Vistara,104,CCU,BOM,1857,9,5.3,8.1,8.5,18.1
06-02-2025,SpiceJet,631,DEL,BOM,516,11,15.7,13.8,1,24.6
06-02-2025,AirIndia,489,HYD,BOM,1658,13,6.1,11.8,9.2,29.7
06-02-2025,Vistara,809,HYD,BOM,1865,21,12.4,14.8,6.2,34.3
07-02-2025,GoFirst,670,CCU,DEL,1141,26,12.1,7.7,8.7,12.6
07-02-2025,SpiceJet,547,CCU,HYD,1932,5,11.3,2.2,6.8,31.5
07-02-2025,GoFirst,853,BOM,DEL,814,7,19.9,14.4,2,6.6
07-02-2025,IndiGo,245,BLR,BLR,2275,6,5.4,1.1,6.1,24.7
07-02-2025,SpiceJet,487,BLR,BLR,1900,25,22.6,11.9,0.9,-0.4
07-02-2025,Vistara,884,BOM,HYD,2263,20,19.8,1.4,7,-4.1
07-02-2025,SpiceJet,348,BLR,BLR,2062,6,8.3,11.7,4.1,-0.7
07-02-2025,GoFirst,625,DEL,BOM,2094,8,4.5,14.1,1.5,9.4
07-02-2025,AirIndia,561,BLR,DEL,129,6,7,6.4,9.8,-3.6
07-02-2025,SpiceJet,112,BOM,BOM,94,3,8.3,4.4,9,23.4
07-02-2025,Vistara,483,BLR,BLR,1955,6,13.9,4.2,8.9,9.2
07-02-2025,IndiGo,655,HYD,DEL,793,7,1.2,7.9,7.9,28.1
07-02-2025,AirIndia,986,CCU,BOM,1834,11,22.9,3.4,6.9,-2.9
07-02-2025,IndiGo,498,DEL,HYD,2116,7,2.5,10.4,6.6,4.8
07-02-2025,SpiceJet,118,HYD,BOM,1683,39,7,6.2,1.1,13.4
07-02-2025,GoFirst,674,HYD,BLR,10,4,2.7,5.5,9,12.2
07-02-2025,GoFirst,590,BOM,DEL,1865,7,6.4,7.5,8.8,0.9
07-02-2025,Vistara,850,CCU,HYD,711,9,20.9,8.6,7.5,39.7
07-02-2025,GoFirst,518,CCU,DEL,2070,9,15.4,3,9.3,7.8
07-02-2025,AirIndia,436,DEL,HYD,814,21,5.7,10.9,5.5,27.4
07-02-2025,GoFirst,518,BOM,DEL,345,6,21.8,13.4,4.5,4.9
07-02-2025,Vistara,711,DEL,BLR,2349,7,20,4.9,9.7,34.5
07-02-2025,SpiceJet,774,BLR,HYD,362,7,18.8,3.5,4.6,12.4
07-02-2025,SpiceJet,221,HYD,CCU,2265,6,21.2,11.6,6.4,35.5
08-02-2025,GoFirst,531,DEL,DEL,2188,28,15.5,3.6,3.7,10.4
08-02-2025,IndiGo,143,HYD,DEL,984,6,12.5,1.6,6.4,-4.6
08-02-2025,SpiceJet,971,BOM,BOM,1639,7,9.3,9.7,7.2,18.3
08-02-2025,GoFirst,416,BLR,HYD,827,6,5.6,4.4,6.2,18.6
08-02-2025,Vistara,480,BOM,CCU,355,10,13.9,3.4,5.1,0.4
08-02-2025,GoFirst,244,BLR,BLR,1347,2,22.2,14.7,3,5.6
08-02-2025,SpiceJet,426,BLR,BOM,1863,5,14.8,5.1,6.4,30.3
08-02-2025,Vistara,462,HYD,CCU,126,8,23,13.6,9.1,-3.3
08-02-2025,GoFirst,149,BOM,HYD,603,20,8.9,3.5,0.1,17
08-02-2025,AirIndia,164,BOM,CCU,1928,5,17.4,12.5,1.3,18.9
08-02-2025,Vistara,454,DEL,DEL,1013,8,16.2,8,1.2,26
08-02-2025,AirIndia,899,BOM,DEL,50,8,16.8,2.1,9.2,-3.3
08-02-2025,IndiGo,263,DEL,BOM,1430,6,16.1,11.3,6.6,21.4
08-02-2025,Vistara,240,CCU,HYD,1792,3,5.5,13.5,9.5,-4.9
08-02-2025,AirIndia,925,CCU,HYD,1636,7,3.6,3.3,5.8,6.9
08-02-2025,SpiceJet,227,CCU,CCU,1645,8,24.5,11.2,4.6,17.5
08-02-2025,SpiceJet,497,BOM,BOM,1205,37,1.1,7.2,7.9,36
08-02-2025,IndiGo,979,BOM,HYD,1854,10,11.7,11.6,1.6,0.7
08-02-2025,Vistara,562,DEL,DEL,566,28,10.6,11,3.8,2.6
08-02-2025,Vistara,850,BLR,CCU,935,24,9,1.4,4.7,25.1
08-02-2025,Vistara,935,DEL,BLR,1934,35,19.5,3.5,3,11.9
08-02-2025,IndiGo,907,CCU,DEL,1332,5,18.6,7.6,3.7,23.1
08-02-2025,Vistara,286,DEL,BOM,201,21,22.6,14.1,0.8,39.9
08-02-2025,SpiceJet,819,BLR,HYD,116,44,9.9,5.8,2,39.4
09-02-2025,AirIndia,831,BOM,DEL,936,10,14.1,9.8,3.4,10.9
09-02-2025,SpiceJet,289,DEL,BLR,574,9,22.3,1.2,8,17.7
09-02-2025,SpiceJet,487,CCU,BLR,2291,9,24.8,11,1.8,35.7
09-02-2025,AirIndia,528,CCU,BOM,536,3,24.2,9.4,3.5,-0.9
09-02-2025,SpiceJet,957,BOM,DEL,1625,4,17.9,11,0.6,15.4
09-02-2025,IndiGo,383,DEL,CCU,2122,8,3.6,13.7,5.6,12
09-02-2025,AirIndia,963,BLR,DEL,385,26,0.6,3.1,6.1,8.3
09-02-2025,SpiceJet,336,BOM,BLR,474,10,20.6,4.7,8.7,39.7
09-02-2025,GoFirst,293,DEL,BOM,417,21,21,14.9,8.2,28
09-02-2025,SpiceJet,386,HYD,BOM,938,10,18.7,3.2,2.9,12.5
09-02-2025,IndiGo,870,CCU,CCU,954,13,7,11.1,1.4,32.3
09-02-2025,Vistara,857,BLR,BOM,875,7,16,11.2,1.6,17
09-02-2025,SpiceJet,235,BLR,BOM,762,13,7.9,10.6,9.7,34.3
09-02-2025,Vistara,891,BLR,BOM,1202,20,11.3,4.2,6.7,7
09-02-2025,GoFirst,882,CCU,BOM,1205,10,9.6,4,0.4,5.1
09-02-2025,SpiceJet,270,DEL,BOM,663,11,22.8,10.3,1.4,6.1
09-02-2025,AirIndia,258,BOM,BLR,24,42,5.9,3.6,4.9,19.2
09-02-2025,Vistara,300,DEL,DEL,1990,11,14.4,10.3,2.1,8.1
09-02-2025,GoFirst,586,BOM,HYD,1203,24,9,7.9,8,1.6
09-02-2025,AirIndia,656,BLR,BOM,709,6,16.6,6.4,5.7,39.8
09-02-2025,AirIndia,875,DEL,HYD,1879,5,14.1,5.2,6.1,35.5
09-02-2025,AirIndia,682,BLR,HYD,1184,10,23.1,14.3,4.6,23.6
09-02-2025,AirIndia,603,HYD,BLR,2224,37,2.5,8.1,2.6,35.1
09-02-2025,SpiceJet,975,BLR,BOM,284,5,5.5,8.9,5.9,37.1
10-02-2025,SpiceJet,470,BLR,HYD,62,24,19.2,14.3,7.2,25.4
10-02-2025,SpiceJet,202,BOM,BOM,1002,40,9.2,10.2,3.7,18.3
10-02-2025,GoFirst,224,HYD,CCU,661,9,4.1,14.4,5,34.7
10-02-2025,GoFirst,412,BLR,CCU,2203,5,12.6,2.5,8.4,20.6
10-02-2025,GoFirst,897,BLR,CCU,1492,25,16.3,12.9,1.5,0.7
10-02-2025,IndiGo,557,HYD,HYD,966,6,1.1,5.7,5.5,11.5
10-02-2025,GoFirst,329,HYD,CCU,848,12,7.3,12.3,3.5,15.1
10-02-2025,SpiceJet,757,DEL,BLR,1107,4,20.2,13,7,37.1
10-02-2025,SpiceJet,981,BOM,BLR,688,24,13,4.8,0.2,24.7
10-02-2025,IndiGo,296,HYD,HYD,147,22,0.9,6.7,6.7,34.4
10-02-2025,IndiGo,984,HYD,BOM,341,3,7,11.2,1,29.1
